Name,Country,Region,Winery,Rating,Price,Year,is_red_wine,is_white_wine,is_rose_wine
Saint-Julien (Grand Cru Classé) 2007,France,Saint-Julien,Château Léoville Las Cases,4.4,165.23,2007,1,0,0
Valpolicella Ripasso 2016,Italy,Valpolicella Ripasso,Sartori,3.8,14.27,2016,1,0,0
Pessac-Léognan 2008,France,Pessac-Léognan,Château Larrivet Haut-Brion,4.0,49.95,2008,1,0,0
Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Langoa Barton,4.1,89.95,2005,1,0,0
Reserva Especial Carmenère 2018,Chile,Cachapoal Valley,Cono Sur,3.7,9.49,2018,1,0,0
Syrah 2016,Italy,Terre Siciliane,Barone Montalto,3.6,8.29,2016,1,0,0
La Garnacha Perdida 2017,Spain,Priorat,Proyecto Garnachas de España,4.0,18.95,2017,1,0,0
Pessac-Léognan (Premier Grand Cru Classé) 2008,France,Pessac-Léognan,Château Haut-Brion,4.6,414.95,2008,1,0,0
Sàgana (Tenuta San Giacomo) 2014,Italy,Sicilia,Cusumano,3.9,22.9,2014,1,0,0
Reserve Cabernet Sauvignon - Merlot 2014,New Zealand,Hawke's Bay,Villa Maria,4.1,24.89,2014,1,0,0
Estate Syrah (Seven Hills Vineyard) 2015,United States,Walla Walla Valley,L'Ecole No 41,4.1,34.5,2015,1,0,0
Rosenberg 2017,Austria,Carnuntum,Markowitsch,4.1,32.9,2017,1,0,0
Douro Reserva Fabelhaft 2015,Portugal,Douro,Niepoort,3.6,14.84,2015,1,0,0
Dolcetto D'Alba Rossana 2018,Italy,Dolcetto d'Alba,Ceretto,3.7,16.48,2018,1,0,0
Cannubi Boschis Barolo 2014,Italy,Barolo,Virna,4.0,61.98,2014,1,0,0
Kaiserstuhl Spätburgunder 2018,Germany,Baden,Weingut Holger Koch,3.5,9.9,2018,1,0,0
Côte-Rôtie 'La Viallière' 2016,France,Côte-Rôtie,Bonserine,4.1,67.26,2016,1,0,0
Katzenbeisser Lemberger Trocken 2016,Germany,Württemberg,Lauffener,3.0,8.06,2016,1,0,0
Lagrein Granat 2018,Italy,Südtirol - Alto Adige,Franz Gojer,3.8,13.9,2018,1,0,0
Sainte-Épine Saint-Joseph 2013,France,Saint-Joseph,Delas,3.8,53.51,2013,1,0,0
Rasteau Les Valats 2016,France,Rasteau,Alain Jaume,3.8,13.55,2016,1,0,0
Vie Cave Maremma Toscana 2016,Italy,Maremma Toscana,Fattoria Aldobrandesca,4.0,24.5,2016,1,0,0
Les Vaucrains Nuits Saint Georges 1er Cru 2014,France,Nuits-Saint-Georges,Domaine Robert Chevillon,4.3,116.08,2014,1,0,0
Pfarrwingert Spätburgunder 2016,Germany,Ahr,Meyer - Näkel,4.3,54.0,2016,1,0,0
Crianza 2016,Spain,Rioja,Finca Athus,3.8,9.0,2016,1,0,0
Don Camillo Sangiovese 2017,Italy,Terre di Chieti,Farnese,3.8,8.9,2017,1,0,0
Estoras 2016,Austria,Burgenland,Esterházy,3.5,8.55,2016,1,0,0
Syrah 2017,France,Costières-de-Nîmes,Michel Gassier,3.6,9.78,2017,1,0,0
Shiraz 2015,South Africa,Bot River,Luddite,4.4,36.9,2015,1,0,0
Campill 2015,Italy,Vigneti delle Dolomiti,Pranzegg,3.9,23.06,2015,1,0,0
Tinto 2014,Spain,La Mancha,Quinta de Quercus,3.9,33.68,2014,1,0,0
Castagnino Syrah 2017,Italy,Cortona,Fabrizio Dionisio,3.8,13.64,2017,1,0,0
Les Loustics 2014,France,Vin de France,La Petite Baigneuse,3.7,14.52,2014,1,0,0
Gigondas 2017,France,Gigondas,Domaine Palon,3.9,17.38,2017,1,0,0
Alte Reben Spätburgunder 2016,Germany,Baden,Bernhard Huber,4.0,34.9,2016,1,0,0
Côtes du Rhône Rouge 2018,France,Côtes-du-Rhône,Château de Manissy,3.5,8.68,2018,1,0,0
Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Domaine Pierre André,4.0,39.15,2016,1,0,0
Riserva Teroldego Rotaliano 2015,Italy,Teroldego Rotaliano,Mezzacorona,3.6,6.99,2015,1,0,0
La Groletta Amarone della Valpolicella 2017,Italy,Amarone della Valpolicella,Corte Giara,4.1,25.99,2017,1,0,0
Old Vine Zinfandel 2016,United States,Sonoma County,Ravenswood,4.0,25.99,2016,1,0,0
Plenum Amarone della Valpolicella 2011,Italy,Amarone della Valpolicella,Villa Canestrari,4.1,44.74,2011,1,0,0
Tempranillo - Syrah 2017,Spain,Valencia,Marqués de Monte Meru,3.4,4.86,2017,1,0,0
Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Château le Bedat,4.1,12.75,2015,1,0,0
Asili Barbaresco 2012,Italy,Barbaresco,Cascina Luisin,4.0,38.6,2012,1,0,0
Cabernet Sauvignon 2011,Spain,Cariñena,Campo Marin,3.7,7.44,2011,1,0,0
Les Pins Pessac-Léognan 2015,France,Pessac-Léognan,Château d'Alix,3.8,19.49,2015,1,0,0
Comondor 2016,Austria,Burgenland,Anita Nittnaus Hans,4.2,44.91,2016,1,0,0
Ameri 2017,Argentina,Tupungato,Domaine Bousquet,4.3,24.0,2017,1,0,0
Côtes du Roussillon 2017,France,Côtes du Roussillon,Domaine de Fontclare,3.6,16.38,2017,1,0,0
Spätburgunder 2018,Germany,Ahr,Jean Stodden,3.5,12.99,2018,1,0,0
Hensel und Gretel Witch Hunter Spätburgunder 2014,Germany,Pfalz,Schneider,3.9,17.95,2014,1,0,0
La Singuliere Chinon 2012,France,Chinon,Domaine Olga Raffault,3.7,25.9,2012,1,0,0
Talvin 2016,Spain,Mallorca,Ses Talaioles,4.2,12.18,2016,1,0,0
Tschuppen 2016,Germany,Baden,Ziereisen,3.6,12.0,2016,1,0,0
Shotfire Shiraz 2016,Australia,Barossa,Thorn-Clarke,3.9,22.39,2016,1,0,0
Barón de Chirel Rioja Reserva 2012,Spain,Rioja,Marqués de Riscal,4.4,67.95,2012,1,0,0
Margaux (Grand Cru Classé) 2016,France,Margaux,Château Giscours,4.1,82.37,2016,1,0,0
Medium Sweet Tinto 2018,Portugal,Lisboa,Portada,4.0,6.83,2018,1,0,0
Gigondas La Gille 2017,France,Gigondas,Famille Perrin,4.0,22.9,2017,1,0,0
Il Pino di Biserno 2017,Italy,Toscana,Biserno,4.4,47.99,2017,1,0,0
Barón de Chirel Rioja Reserva 2014,Spain,Rioja,Marqués de Riscal,4.3,84.11,2014,1,0,0
Réserve Graves Rouge 2016,France,Graves,Mouton Cadet,3.7,14.06,2016,1,0,0
Saint-Émilion Grand Cru (Grand Cru Classé) 2006,France,Saint-Émilion Grand Cru,Château Quinault l'Enclos,3.9,35.95,2006,1,0,0
Ghi kai Uranos Xinomavro 2016,Greece,Naoussa,Thymiopoulos,4.1,21.9,2016,1,0,0
Sexy Beast Cabernet Sauvignon 2018,Australia,McLaren Vale,Two Hands,4.1,24.5,2018,1,0,0
Vigna del Sorbo Gran Selezione Chianti Classico 2011,Italy,Chianti Classico,Fontodi,4.2,39.95,2011,1,0,0
Les Sorcières Côtes du Roussillon Rouge 2018,France,Côtes du Roussillon,Domaine du Clos des Fées,3.7,16.31,2018,1,0,0
Toscana Red 2015,Italy,Toscana,Montevertine,4.1,53.25,2015,1,0,0
Bin 2 Shiraz - Mourvèdre 2017,Australia,South Australia,Penfolds,3.8,24.15,2017,1,0,0
The Short Story Collection The Owl Post Pinotage 2017,South Africa,Stellenbosch,Neethlingshof Estate,4.1,17.5,2017,1,0,0
Merlot 2016,Italy,Terre Siciliane,Cusumano,3.5,7.5,2016,1,0,0
Croix Canon Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Canon,3.9,44.62,2011,1,0,0
Cellar Selection Cabernet Sauvignon 2017,South Africa,Stellenbosch,Kleine Zalze,3.5,9.5,2017,1,0,0
Merlot - Cabernet 2014,United States,Columbia Valley,Two Vines,3.5,8.39,2014,1,0,0
Priorat 2016,Spain,Priorat,Clos Mogador,4.5,77.01,2016,1,0,0
Nero d'Avola Sicilia 2018,Italy,Terre Siciliane,Settesoli,3.4,5.79,2018,1,0,0
Médoc 2011,France,Médoc,Château La Gorce,3.9,23.0,2011,1,0,0
Estate Cabernet Sauvignon 2018,Chile,Aconcagua Valley,Errazuriz,3.6,9.5,2018,1,0,0
Malbec Argentino 2015,Argentina,Mendoza,Catena Zapata,4.4,101.05,2015,1,0,0
Laforet Bourgogne Pinot Noir 2018,France,Bourgogne,Joseph Drouhin,3.8,15.0,2018,1,0,0
Tinto 2016,Spain,Ribera del Duero,Valderiz,4.1,22.5,2016,1,0,0
Floramundi 2017,Italy,Cerasuolo di Vittoria,Donnafugata,3.7,13.9,2017,1,0,0
Tinto (Selección / Garnacha) 2017,Spain,Campo de Borja,Borsao,3.5,6.73,2017,1,0,0
Margaux (Grand Cru Classé) 2013,France,Margaux,Château du Tertre,3.8,42.0,2013,1,0,0
Rioja Crianza 2016,Spain,Rioja,Viña Real,3.5,7.7,2016,1,0,0
Crianza 2016,Spain,Valdepeñas,Viña Albali,3.3,5.33,2016,1,0,0
Valpolicella Ripasso Classico Superiore 2017,Italy,Valpolicella Ripasso Classico,Monte del Frá,3.9,11.16,2017,1,0,0
Glárima Merlot - Tempranilllo 2018,Spain,Somontano,Bodega Sommos,3.5,6.45,2018,1,0,0
Rosso di Montepulciano 2017,Italy,Rosso di Montepulciano,Avignonesi,3.6,10.15,2017,1,0,0
Reserva Teroldego 2016,Brazil,Serra Gaúcha,Don Guerino,3.8,14.57,2016,1,0,0
Chianti Rufina Vigneto Bucerchiale Riserva 2015,Italy,Chianti Rùfina,Selvapiana,4.1,21.9,2015,1,0,0
Black Cab Cabernet - Baco Noir 2016,Canada,Ontario,EastDell,3.3,14.95,2016,1,0,0
Rioja Gran Reserva 2013,Spain,Rioja,Luis Cañas,3.9,20.75,2013,1,0,0
Pinot Noir Estate Grown 2016,United States,Los Carneros,Schug,4.0,63.15,2016,1,0,0
Barrica Monastrell - Syrah 2018,Spain,Valencia,Vermador,3.3,6.65,2018,1,0,0
Barbera d'Alba 2018,Italy,Barbera d'Alba,Enzo Boglietti,3.9,14.5,2018,1,0,0
Cabernet Sauvignon 2015,Austria,Burgenland,Leo Hillinger,3.6,19.91,2015,1,0,0
Amarone della Valpolicella Classico 2014,Italy,Amarone della Valpolicella Classico,Cottini,4.1,40.34,2014,1,0,0
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva 2013,Italy,Valpolicella,Tedeschi,4.4,56.9,2013,1,0,0
Leithaberg Blaufränkisch 2016,Austria,Neusiedlersee-Hügelland,Esterházy,4.0,14.73,2016,1,0,0
Alterego 2013,Italy,Monferrato,Coppo,3.5,18.42,2013,1,0,0
Ambrosan Amarone della Valpolicella Classico 2010,Italy,Amarone della Valpolicella Classico,Nicolis,4.2,59.9,2010,1,0,0
Barolo Fossati 2013,Italy,Barolo,Borgogno,3.9,68.03,2013,1,0,0
Valpolicella Classico 2019,Italy,Valpolicella Classico,Bolla,2.8,9.49,2019,1,0,0
Susumaniello 2018,Italy,Puglia,Epicuro,4.0,12.5,2018,1,0,0
Castillon Côtes de Bordeaux 2005,France,Castillon - Côtes de Bordeaux,Château Brisson,3.7,19.95,2005,1,0,0
Belpasso Rosso 2017,Italy,Veneto,Allegrini,3.5,8.4,2017,1,0,0
Silvestre Carmenère 2016,Chile,Rapel Valley,Ochagavia,3.7,8.44,2016,1,0,0
La Caduta Rosso di Montalcino 2016,Italy,Rosso di Montalcino,Caparzo,3.9,16.9,2016,1,0,0
Malleolus 2004,Spain,Ribera del Duero,Emilio Moro,4.3,99.0,2004,1,0,0
Sanct Valentin Lagrein Riserva 2017,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.1,40.96,2017,1,0,0
Pannobile 2014,Austria,Burgenland,Claus Preisinger,3.8,27.7,2014,1,0,0
Château des Jacques Moulin-à-Vent 2017,France,Moulin-à-Vent,Louis Jadot,3.6,20.81,2017,1,0,0
La Tartufaia Langhe Pinot Nero 2016,Italy,Langhe,Giulia Negri,3.8,25.24,2016,1,0,0
Merlot 2017,France,Pays d'Oc,La Chevalière,3.3,9.23,2017,1,0,0
Jeunes Vignes 2016,France,Côtes Catalanes,Domaine Clos du Rouge Gorge,3.7,24.75,2016,1,0,0
Reserva Cabernet Sauvignon 2017,Chile,Central Valley,de Gras,3.5,8.5,2017,1,0,0
Rubesco Rosso di Torgiano 2018,Italy,Torgiano,Lungarotti,3.6,8.9,2018,1,0,0
Duca del Salento Primitivo 2018,Italy,Salento,San Donaci,3.7,6.0,2018,1,0,0
Endinger Engelsberg Spätburgunder Alte Reben 2015,Germany,Baden,Knab,3.6,17.49,2015,1,0,0
Ansisa Barbera d'Alba 2016,Italy,Barbera d'Alba,Vite Colte,3.8,6.9,2016,1,0,0
Shiraz 2016,South Africa,Stellenbosch,Delheim,3.8,13.5,2016,1,0,0
Synthesi 2015,Italy,Aglianico del Vulture,Paternoster,3.7,10.9,2015,1,0,0
Pietra (Primitivo - Susumaniello) 2018,Italy,Salento,Menhir,4.0,10.86,2018,1,0,0
Merlot 2019,Chile,Central Valley,Antares,3.2,5.33,2019,1,0,0
Barolo La Serra 2012,Italy,Barolo,Mauro Molino,4.3,46.5,2012,1,0,0
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Peter Falke,3.9,17.9,2016,1,0,0
Per Sempre Syrah Toscana 2012,Italy,Toscana,Tua Rita,4.4,118.8,2012,1,0,0
Poggio Apricale Rosso di Montalcino 2014,Italy,Rosso di Montalcino,Martoccia,4.0,13.19,2014,1,0,0
Méria Maremma Toscana 2014,Italy,Maremma Toscana,Serpaia di Endrizzi,4.0,17.4,2014,1,0,0
In Signo Sagittarii 2008,Austria,Burgenland,Heribert Bayer,4.3,35.65,2008,1,0,0
Côtes du Rhône Nature 2017,France,Côtes-du-Rhône,Clos du Caillou,3.7,18.27,2017,1,0,0
Battiferro Morellino di Scansano 2018,Italy,Morellino di Scansano,Grillesino,3.6,9.99,2018,1,0,0
Special Reserve Carmenère 2017,Chile,Colchagua Valley,Siegel,3.3,12.62,2017,1,0,0
Whale Pod Syrah - Merlot 2017,South Africa,Walker Bay,Creation,3.8,10.0,2017,1,0,0
Cuvée Classic Rot 2017,Austria,Burgenland,Salzl Seewinkelhof,3.5,10.69,2017,1,0,0
La Mateo Parcelas Singulares 2015,Spain,Rioja,D. Mateos,4.2,36.74,2015,1,0,0
Le Cap Maritime Pinot Noir 2017,South Africa,Coastal Region,Boekenhoutskloof,4.0,50.56,2017,1,0,0
Reserva Especial Icon Edition 2015,Spain,Rioja,Bodegas Faustino,3.7,35.5,2015,1,0,0
Les Tannes en Occitanie Merlot 2018,France,Pays d'Oc,Mas des Tannes,3.6,5.36,2018,1,0,0
Quona Chianti Rùfina Riserva 2016,Italy,Chianti Rùfina,Fattoria I Veroni,4.1,21.16,2016,1,0,0
La Creu Alta 2016,Spain,Priorat,Bodegas Mas Alta,4.4,86.76,2016,1,0,0
Cabernet Sauvignon 2014,United States,St. Helena,Spottswoode,4.5,169.0,2014,1,0,0
Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Talbot,4.2,94.24,2016,1,0,0
Garnacha 2017,Spain,Campo de Borja,El Casetero,3.5,6.0,2017,1,0,0
Valpolicella Ripasso (Classico Superiore) 2016,Italy,Valpolicella Ripasso,Tommasi,3.9,17.75,2016,1,0,0
Tinta Barocca 2017,South Africa,Swartland,Allesverloren,3.7,10.53,2017,1,0,0
Petit Clos Pinot Noir 2017,New Zealand,Marlborough,Clos Henri Vineyard,3.6,15.9,2017,1,0,0
Puro Malbec 2018,Argentina,Mendoza,Dieter Meier,3.9,15.49,2018,1,0,0
1954 Primitivo Puglia 2016,Italy,Puglia,Cantine Paradiso,4.2,16.08,2016,1,0,0
Sandstone Merlot 2015,United States,Livermore Valley,Wente,3.8,10.71,2015,1,0,0
(B) Old Vine Zinfandel Lodi 2017,United States,Lodi,Brazin,4.1,15.9,2017,1,0,0
Médoc 2010,France,Médoc,Château Ramafort,3.8,19.9,2010,1,0,0
Résonance Pinot Noir 2015,United States,Willamette Valley,Résonance,4.0,50.33,2015,1,0,0
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Tenuta CastelGiocondo,4.2,36.76,2013,1,0,0
Reserva Rioja (Finca Ygay) 2015,Spain,Rioja,Marqués de Murrieta,4.1,17.44,2015,1,0,0
Mercurey 2016,France,Mercurey,Château de Chamirey,4.0,31.96,2016,1,0,0
Margaux (Grand Cru Classé) 2005,France,Margaux,Château d'Issan,4.3,119.95,2005,1,0,0
Blason d'Aussières Corbières 2016,France,Corbières,Château d’Aussières,3.5,14.38,2016,1,0,0
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Biondi-Santi,4.4,139.4,2013,1,0,0
Seccal Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Nicolis,3.9,13.9,2016,1,0,0
Selvarossa Riserva 2015,Italy,Salice Salentino,Cantine due Palme,4.1,15.9,2015,1,0,0
Campaccio 2011,Italy,Toscana,Terrabianca,3.9,25.9,2011,1,0,0
Cabernet Sauvignon 2014,United States,California,Crane Lake,3.0,7.9,2014,1,0,0
120 'CCC' Cabernet Franc - Carmenère - Cabernet Sauvignon 2017,Chile,Central Valley,Santa Rita,3.4,6.34,2017,1,0,0
Auténtico Malbec 2018,Argentina,Cafayate Valley,Colomé,4.2,25.12,2018,1,0,0
Rioja Reserva 2014,Spain,Rioja,Castillo Clavijo,4.1,12.41,2014,1,0,0
Reius Amarone della Valpolicella Classico 2013,Italy,Amarone della Valpolicella,Sartori,4.1,29.9,2013,1,0,0
Château Paul Mas Coteaux du Languedoc Clos des Mures 2016,France,Languedoc,Paul Mas,3.8,25.79,2016,1,0,0
Les Griffons Pauillac 2015,France,Pauillac,Château Pichon Baron,4.1,48.64,2015,1,0,0
Single Vineyard Finca Valdelayegua Crianza 2016,Spain,Ribera del Duero,PradoRey,3.8,16.55,2016,1,0,0
Leonardo Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Cantine Leonardo da Vinci,4.1,32.5,2013,1,0,0
Culmen Reserva Rioja 2011,Spain,Rioja,Lan,4.3,55.99,2011,1,0,0
Coma Vella Priorat 2013,Spain,Priorat,Mas d'en Gil,4.1,28.49,2013,1,0,0
Croix Canon Saint-Émilion Grand Cru 2012,France,Saint-Émilion Grand Cru,Château Canon,4.1,45.74,2012,1,0,0
Bin 138 Shiraz - Grenache - Mataro 2015,Australia,Barossa Valley,Penfolds,4.0,41.99,2015,1,0,0
La Poja (Monovitigno Corvina Veronese) 2013,Italy,Verona,Allegrini,4.2,61.41,2013,1,0,0
Barolo del Comune di Serralunga d'Alba 2013,Italy,Barolo,Tenuta Cucco,4.1,24.27,2013,1,0,0
Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château d'Armailhac,4.0,79.89,2015,1,0,0
Colheita Seleccionada Tinto 2017,Portugal,Alentejano,Quinta do Paral,4.0,19.99,2017,1,0,0
Zinfandel Sonoma Heritage Vines 2017,United States,Dry Creek Valley,Rancho Zabaco,3.7,13.16,2017,1,0,0
Petresco 2013,Italy,Chianti Classico,Cinciole,4.0,37.97,2013,1,0,0
Christina Ribera del Duero 2016,Spain,Ribera del Duero,Astrales,4.3,41.92,2016,1,0,0
Bourgogne Pinot Noir 2016,France,Bourgogne,Domaine des Perdrix,3.7,40.59,2016,1,0,0
Cahors Malbec 2014,France,Cahors,Lionel Osmin & Cie,3.2,8.72,2014,1,0,0
Aglianico Beneventano 2017,Italy,Campania,Vesevo,3.6,6.5,2017,1,0,0
Tempranillo 2015,Spain,Ribera del Duero,Viñedos Milénico,3.9,37.0,2015,1,0,0
Winemaker Reserva Cabernet Sauvignon 2019,Chile,Rapel Valley,Valdivieso,3.7,9.7,2019,1,0,0
Sincaru Cannonau di Sardegna Riserva 2014,Italy,Cannonau di Sardegna,Surrau,4.1,19.3,2014,1,0,0
Moulis-en-Médoc 2016,France,Moulis-en-Médoc,Château Dutruch Grand Poujeaux,4.1,24.63,2016,1,0,0
Mount Hermon Cabernet Sauvignon 2019,Israel,Galilee,Hermon,3.8,11.46,2019,1,0,0
Le Masche Barbera d'Alba Superiore 2017,Italy,Barbera d'Alba,BelColle,3.9,11.19,2017,1,0,0
Spätburgunder Trocken 2017,Germany,Pfalz,Stern,4.0,11.47,2017,1,0,0
Villa Albergotti Riserva Chianti 2013,Italy,Chianti,Tipici dell'Aretino,3.4,9.9,2013,1,0,0
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Masseria Borgo dei Trulli,4.0,10.95,2018,1,0,0
Crianza 2015,Spain,Navarra,Bodegas Príncipe de Viana,3.5,6.32,2015,1,0,0
Otazu Edición Limitada Reserva Clásico 2012,Spain,Navarra,Bodega Otazu,3.9,13.55,2012,1,0,0
Côtes de Provence Rouge 2014,France,Côtes de Provence,Château des Sarrins,3.8,17.5,2014,1,0,0
Il Morino 2014,Italy,Toscana,Vignamaggio,3.5,9.25,2014,1,0,0
Brunello di Montalcino Poggio Al Granchio 2013,Italy,Brunello di Montalcino,Val di Suga,4.1,44.9,2013,1,0,0
Spätburgunder 2014,Germany,Pfalz,Oliver Zeter,3.4,10.0,2014,1,0,0
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Fossacolle,4.1,38.02,2015,1,0,0
Red Blend 2017,South Africa,Swartland,Badenhorst,3.9,24.49,2017,1,0,0
Saint-Chinian 2013,France,Saint-Chinian,Hecht & Bannier,3.3,14.45,2013,1,0,0
Red Blend 2016,Spain,Montsant,Intruso,3.9,8.96,2016,1,0,0
Alicante 2017,Spain,Alicante,El Sequé,4.0,24.18,2017,1,0,0
Salento Coribante 2018,Italy,Salento,Castello Monaci,3.9,8.9,2018,1,0,0
François de Tournon Saint-Joseph 2017,France,Saint-Joseph,Delas,3.9,34.02,2017,1,0,0
Charlie's Garden Shiraz 2015,Australia,Eden Valley,Two Hands,4.2,49.5,2015,1,0,0
Brauneberger Mandelgraben Pinot Noir 2009,Germany,Mosel,Markus Molitor,4.1,32.95,2009,1,0,0
Chianti Colli Senesi 2018,Italy,Chianti Colli Senesi,Poderi del Paradiso,3.7,8.2,2018,1,0,0
Montepulciano d'Abruzzo Riserva 2011,Italy,Montepulciano d'Abruzzo,Nobile delle Rocche,3.8,7.32,2011,1,0,0
Roca Roja Single Vineyard 2015,Spain,Priorat,Marco Abella,4.3,82.32,2015,1,0,0
Vürsù Barolo Campè 2015,Italy,Barolo,La Spinetta,4.3,96.5,2015,1,0,0
Bandol Rouge 2016,France,Bandol,Domaine de la Tour du Bon,3.9,20.67,2016,1,0,0
Melodias Winemaker Selection Malbec 2018,Argentina,Mendoza,Trapiche,3.5,7.45,2018,1,0,0
Norwood 2015,Australia,South Australia,Salomon Estate,3.7,16.5,2015,1,0,0
L'Esprit de l'Horizon Rouge 2013,France,Côtes Catalanes,Domaine de l'Horizon,3.9,21.34,2013,1,0,0
Amphora 2016,Portugal,Alentejano,Cortes de Cima,4.0,22.42,2016,1,0,0
Camparrón Crianza 2015,Spain,Toro,Francisco Casas,3.8,8.33,2015,1,0,0
Fatalis Fatum Red Blend 2016,United States,Long Island,Wölffer Estate,4.2,32.9,2016,1,0,0
Altura Máxima Malbec 2016,Argentina,Salta,Colomé,4.1,92.15,2016,1,0,0
4 Kilos 2017,Spain,Mallorca,4 Kilos Vinícola,3.8,29.99,2017,1,0,0
Arborina Barolo 2015,Italy,Barolo,Elio Altare,4.3,77.5,2015,1,0,0
Syrah - Viognier Sud de France 2017,France,Pays d'Oc,Arrogant Frog,3.5,7.75,2017,1,0,0
La Roche Mère Malbec de Cahors 2014,France,Cahors,Crocus,4.5,80.0,2014,1,0,0
Organic Nero di Troia 2017,Italy,Puglia,Maree d'Ione,4.0,6.95,2017,1,0,0
Pinot Noir 2017,New Zealand,Marlborough,Saint Clair,3.5,17.59,2017,1,0,0
Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Tenuta Il Poggione,3.8,16.39,2015,1,0,0
Estate Cabernet Sauvignon 2016,United States,Santa Cruz Mountains,Ridge Vineyards,4.2,81.58,2016,1,0,0
Veneto Rosso del Bepi 2008,Italy,Veneto,Quintarelli Giuseppe,4.5,333.5,2008,1,0,0
Asinone Vino Nobile di Montepulciano 2012,Italy,Vino Nobile di Montepulciano,Poliziano,4.2,34.82,2012,1,0,0
V Reserva 2013,Spain,Rioja,Bodegas Faustino,3.8,9.99,2013,1,0,0
Margaux (Grand Cru Classé) 2014,France,Margaux,Château Kirwan,4.1,52.0,2014,1,0,0
Saint-Estèphe 2013,France,Saint-Estèphe,Château Haut-Beauséjour,3.7,27.71,2013,1,0,0
Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château Pape Clément,4.3,124.77,2016,1,0,0
Reserva 2014,Spain,Rioja,Cune (CVNE),3.8,13.1,2014,1,0,0
Le Volte 2017,Italy,Toscana,Ornellaia,3.9,18.14,2017,1,0,0
La Tradizione Ruché di Castagnole Monferrato 2017,Italy,Monferrato,Montalbera,3.8,13.9,2017,1,0,0
Merlot 2017,South Africa,Durbanville,De Grendel,4.0,17.29,2017,1,0,0
Côtes du Rhône 2016,France,Côtes-du-Rhône,Xavier Vignon,3.6,10.9,2016,1,0,0
Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2008,Italy,Montepulciano d'Abruzzo Colline Teramane,Farnese,4.1,21.9,2008,1,0,0
Taberner Tierra de Cádiz 2011,Spain,Cádiz,Huerta de Albala,4.2,76.53,2011,1,0,0
Shiraz 2018,Australia,South Eastern Australia,Banrock Station,3.9,7.19,2018,1,0,0
Rancia Chianti Classico Riserva 2015,Italy,Chianti Classico,Fèlsina,4.1,53.13,2015,1,0,0
Châteauneuf-du-Pape 2013,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.3,86.76,2013,1,0,0
Petit Clos Pinot Noir 2016,New Zealand,Marlborough,Clos Henri Vineyard,3.6,13.7,2016,1,0,0
Saint-Estèphe 2014,France,Saint-Estèphe,Château de Pez,4.0,37.9,2014,1,0,0
Estate Vineyards Syrah (Shiraz) 2016,South Africa,Stellenbosch,Rust En Vrede,4.2,27.79,2016,1,0,0
To Kalon Vineyard Reserve Cabernet Sauvignon 2014,United States,Oakville,Robert Mondavi,4.4,154.0,2014,1,0,0
Carmenère 2018,Chile,Central Valley,Frontera,3.5,5.65,2018,1,0,0
Fico Grande Romagna Sangiovese 2017,Italy,Romagna,Poderi dal Nespoli,3.6,7.85,2017,1,0,0
Blaufränkisch 2015,Austria,Neusiedlersee,Heinrich,3.7,12.0,2015,1,0,0
Margaux (Grand Cru Classé) 2005,France,Margaux,Château Boyd-Cantenac,4.2,75.95,2005,1,0,0
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Epicuro,3.9,8.5,2018,1,0,0
Pauillac (Grand Cru Classé) 2014,France,Pauillac,Château Clerc Milon,4.0,89.0,2014,1,0,0
Triton Tinta de Toro 2014,Spain,Toro,Tridente,3.7,16.95,2014,1,0,0
Rosso di Montalcino 2014,Italy,Rosso di Montalcino,Fanti,3.6,11.54,2014,1,0,0
Les Forts de Latour Pauillac 2008,France,Pauillac,Château Latour,4.3,219.95,2008,1,0,0
Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Conte di Campiano,4.0,7.8,2017,1,0,0
Rouge (Estate Reserve) 2003,South Africa,Stellenbosch,Morgenster Estate,4.3,38.94,2003,1,0,0
Grand Vin Cahors 2012,France,Cahors,Château de Chambert,3.9,31.1,2012,1,0,0
Pian di Rémole Rosso 2018,Italy,Toscana,Frescobaldi,3.2,6.72,2018,1,0,0
Occhetti Nebbiolo d'Alba 2017,Italy,Nebbiolo d'Alba,Prunotto,3.6,22.99,2017,1,0,0
